seasonal adjustment and actual figures	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Seasonally adjusted figures in percent of the labour force	Region Hovedstaden	4.1	4.1	4.1	4.0	4.0	3.9	3.8	3.9	3.9	3.9	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8
Seasonally adjusted figures in percent of the labour force	Province Byen København	4.5	4.5	4.4	4.4	4.4	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.4	4.4	4.4	4.4	4.4	4.4	4.3	4.4	4.4
Seasonally adjusted figures in percent of the labour force	Copenhagen	4.7	4.6	4.6	4.6	4.5	4.5	4.4	4.4	4.4	4.5	4.4	4.4	4.5	4.5	4.5	4.5	4.5	4.6	4.6	4.6	4.6	4.6	4.6	4.5	4.6	4.6
Seasonally adjusted figures in percent of the labour force	Frederiksberg	4.2	4.1	4.2	4.2	4.1	4.0	3.9	3.9	4.0	4.0	3.9	3.9	3.9	3.8	3.8	3.8	3.7	3.9	4.0	3.9	3.8	3.8	3.8	3.7	3.8	3.8
Seasonally adjusted figures in percent of the labour force	Dragør	2.9	2.8	2.8	2.8	2.8	2.7	2.6	2.6	2.7	2.5	2.6	2.6	2.6	2.6	2.7	2.6	2.8	2.8	2.7	2.7	2.5	2.6	2.6	2.6	2.5	2.6
Seasonally adjusted figures in percent of the labour force	Tårnby	3.6	3.5	3.4	3.3	3.4	3.4	3.4	3.3	3.4	3.4	3.3	3.3	3.2	3.2	3.3	3.2	3.1	3.2	3.1	3.1	3.0	3.0	3.1	3.1	3.1	3.1
Seasonally adjusted figures in percent of the labour force	Province Københavns omegn	4.1	4.1	4.1	4.1	4.0	3.9	3.9	3.9	3.9	3.9	3.8	3.8	3.8	3.8	3.8	3.7	3.8	3.8	3.8	3.7	3.7	3.7	3.7	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Albertslund	5.6	5.5	5.7	5.5	5.5	5.2	5.2	5.1	5.2	5.2	5.2	5.2	5.3	5.2	5.0	5.0	5.0	5.2	5.0	4.9	5.0	4.9	4.9	4.7	4.7	4.7
Seasonally adjusted figures in percent of the labour force	Ballerup	3.7	3.6	3.6	3.6	3.6	3.5	3.4	3.4	3.4	3.5	3.4	3.4	3.3	3.4	3.4	3.4	3.4	3.5	3.4	3.4	3.4	3.3	3.4	3.4	3.4	3.4
Seasonally adjusted figures in percent of the labour force	Brøndby	5.9	5.7	5.8	6.0	6.0	5.9	5.9	5.9	5.8	5.9	5.8	5.8	5.7	5.8	5.9	5.7	5.6	5.7	5.6	5.7	5.7	5.6	5.8	5.9	5.8	5.9
Seasonally adjusted figures in percent of the labour force	Gentofte	3.1	3.1	3.1	3.1	3.1	3.0	2.9	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.9	2.9	2.9	2.9	2.8	2.8
Seasonally adjusted figures in percent of the labour force	Gladsaxe	3.8	3.8	3.7	3.8	3.7	3.6	3.6	3.5	3.6	3.5	3.5	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.1	3.2	3.2	3.1
Seasonally adjusted figures in percent of the labour force	Glostrup	4.5	4.4	4.5	4.4	4.4	4.3	4.7	4.5	4.3	4.2	4.2	4.1	4.0	4.0	3.9	3.9	4.0	4.0	4.0	4.0	4.1	4.1	3.9	3.8	3.7	3.8
Seasonally adjusted figures in percent of the labour force	Herlev	3.8	3.7	3.6	3.7	3.4	3.4	3.2	3.4	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.1	3.0	2.9	2.8	2.8	2.8	2.7	2.8	2.9
Seasonally adjusted figures in percent of the labour force	Hvidovre	3.7	3.7	3.7	3.7	3.6	3.5	3.5	3.5	3.4	3.5	3.4	3.4	3.4	3.3	3.4	3.4	3.4	3.5	3.6	3.5	3.5	3.4	3.5	3.5	3.5	3.5
Seasonally adjusted figures in percent of the labour force	Høje-Taastrup	4.9	4.8	4.8	4.8	4.7	4.6	4.6	4.7	4.6	4.6	4.5	4.5	4.4	4.5	4.5	4.4	4.4	4.5	4.4	4.5	4.5	4.5	4.6	4.5	4.5	4.5
Seasonally adjusted figures in percent of the labour force	Ishøj	6.8	6.6	6.8	6.8	6.6	6.5	6.4	6.4	6.5	6.4	6.3	6.1	6.0	6.0	6.1	5.9	5.8	5.9	5.7	5.7	5.6	5.6	5.7	5.7	5.7	5.6
Seasonally adjusted figures in percent of the labour force	Lyngby-Taarbæk	2.9	2.9	2.8	2.8	2.8	2.7	2.7	2.6	2.7	2.8	2.8	2.7	2.8	2.8	2.8	2.7	2.7	2.7	2.8	2.8	2.7	2.7	2.7	2.7	2.7	2.7
Seasonally adjusted figures in percent of the labour force	Rødovre	4.8	4.8	4.8	4.7	4.7	4.6	4.4	4.5	4.5	4.5	4.3	4.5	4.4	4.4	4.4	4.4	4.5	4.7	4.5	4.4	4.5	4.3	4.4	4.3	4.4	4.4
Seasonally adjusted figures in percent of the labour force	Vallensbæk	3.4	3.2	3.5	3.5	3.5	3.3	3.1	3.4	3.4	3.3	3.4	3.3	3.3	3.2	3.3	3.0	3.1	3.3	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.4
Seasonally adjusted figures in percent of the labour force	Province Nordsjælland	3.2	3.2	3.2	3.2	3.1	3.0	3.0	2.9	2.9	2.9	2.9	2.9	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.7	2.7	2.8	2.8	2.8
Seasonally adjusted figures in percent of the labour force	Allerød	2.3	2.3	2.2	2.2	2.1	2.1	2.1	2.0	2.0	1.9	2.1	2.0	1.9	2.0	2.0	2.0	2.0	2.0	2.1	2.1	2.1	2.2	2.2	2.2	2.3	2.2
Seasonally adjusted figures in percent of the labour force	Egedal	2.8	2.7	2.8	2.8	2.7	2.7	2.6	2.5	2.6	2.7	2.7	2.7	2.6	2.6	2.7	2.7	2.7	2.7	2.7	2.6	2.6	2.6	2.5	2.6	2.7	2.7
Seasonally adjusted figures in percent of the labour force	Fredensborg	3.3	3.2	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.1	3.1	3.1	3.0	2.9	3.0	2.8	2.9	2.9	2.9	3.0	2.8	2.8	2.6	2.7	2.8	2.7
Seasonally adjusted figures in percent of the labour force	Frederikssund	3.4	3.5	3.5	3.4	3.4	3.2	3.2	3.2	3.2	3.2	3.1	3.0	2.8	2.7	2.8	2.7	2.7	2.8	2.8	2.8	2.7	2.8	2.8	2.9	2.9	2.9
Seasonally adjusted figures in percent of the labour force	Furesø	2.8	2.7	2.8	2.7	2.7	2.6	2.6	2.6	2.6	2.6	2.6	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.6	2.7
Seasonally adjusted figures in percent of the labour force	Gribskov	3.1	3.0	3.1	3.0	2.9	2.8	2.6	2.6	2.6	2.6	2.5	2.5	2.5	2.5	2.6	2.6	2.6	2.7	2.6	2.6	2.6	2.6	2.7	2.7	2.6	2.5
Seasonally adjusted figures in percent of the labour force	Halsnæs	4.0	4.0	4.1	3.9	3.9	3.8	3.6	3.6	3.6	3.5	3.6	3.5	3.3	3.3	3.3	3.3	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.2	3.2	3.2
Seasonally adjusted figures in percent of the labour force	Helsingør	4.3	4.2	4.2	4.2	4.1	4.0	3.9	3.9	3.9	3.8	3.8	3.8	3.7	3.7	3.7	3.7	3.8	3.9	3.8	3.7	3.7	3.7	3.6	3.7	3.7	3.7
Seasonally adjusted figures in percent of the labour force	Hillerød	3.2	3.1	3.1	3.1	3.0	2.9	2.8	2.8	2.8	2.8	2.8	2.7	2.7	2.7	2.6	2.5	2.6	2.7	2.6	2.5	2.5	2.5	2.4	2.4	2.4	2.4
Seasonally adjusted figures in percent of the labour force	Hørsholm	2.8	2.9	2.9	3.0	3.0	2.9	3.1	2.9	2.9	2.7	2.9	2.9	2.9	2.7	2.6	2.5	2.5	2.5	2.4	2.5	2.4	2.4	2.4	2.4	2.5	2.7
Seasonally adjusted figures in percent of the labour force	Rudersdal	3.0	2.9	2.8	2.8	2.8	2.7	2.6	2.6	2.7	2.7	2.6	2.6	2.5	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.5	2.5
Seasonally adjusted figures in percent of the labour force	Province Bornholm	4.3	4.3	4.3	4.4	4.3	4.2	4.0	4.2	4.7	4.6	4.5	4.5	4.3	4.2	4.2	3.7	3.6	3.7	3.5	3.7	3.8	3.8	3.9	3.9	3.9	3.9
Seasonally adjusted figures in percent of the labour force	Bornholm	4.3	4.3	4.3	4.4	4.3	4.2	4.0	4.2	4.7	4.6	4.5	4.5	4.3	4.2	4.2	3.7	3.6	3.7	3.5	3.7	3.8	3.8	3.9	3.9	3.9	3.9
Seasonally adjusted figures in percent of the labour force	Region Sjælland	4.0	4.0	4.1	4.0	3.9	3.8	3.8	3.7	3.7	3.7	3.7	3.6	3.6	3.5	3.5	3.5	3.5	3.6	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.4
Seasonally adjusted figures in percent of the labour force	Province Østsjælland	3.2	3.1	3.2	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.0	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	3.0	2.9	2.9	2.9
Seasonally adjusted figures in percent of the labour force	Greve	3.1	2.9	3.0	3.0	2.8	2.7	2.7	2.7	2.7	2.8	2.8	2.8	2.7	2.8	2.9	2.9	2.9	3.0	2.9	2.8	2.9	2.9	2.9	2.9	2.9	2.8
Seasonally adjusted figures in percent of the labour force	Køge	3.6	3.5	3.5	3.5	3.5	3.4	3.3	3.4	3.4	3.4	3.3	3.3	3.3	3.2	3.2	3.2	3.1	3.2	3.2	3.1	3.2	3.3	3.3	3.2	3.2	3.2
