unit,age,sex,geo\time	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
PC,Y_GE15,M,NL41	2.5 	2.4 	3.5 	4.1 	4.0 	5.0 	6.6 	6.6 	6.0 	4.7 	3.9 	3.3 
PC,Y_GE15,M,NL42	4.6 	4.1 	5.7 	5.1 	4.1 	5.4 	7.4 	7.1 	6.2 	5.1 	4.3 	3.2 
PC,Y_GE15,M,NO01	2.8 	3.2 	4.2 	4.6 	3.9 	3.9 	3.9 	4.0 	4.7 	5.1 	5.2 	4.3 
PC,Y_GE15,M,NO02	2.4 	2.4 	2.7 	4.3 	3.3 	3.7 	3.1 	3.3 	4.9 	5.5 	: u	: u
PC,Y_GE15,M,NO03	3.1 	2.9 	4.2 	4.0 	3.7 	3.8 	4.3 	4.5 	4.7 	5.5 	5.0 	4.1 
PC,Y_GE15,M,NO04	1.7 	1.9 	2.6 	3.2 	2.2 	2.6 	3.4 	3.4 	5.0 	6.3 	5.7 	4.7 
PC,Y_GE15,M,NO05	2.1 	2.2 	2.5 	3.8 	3.1 	3.2 	3.2 	3.0 	4.1 	5.9 	4.9 	4.2 
PC,Y_GE15,M,NO06	3.2 	3.0 	4.1 	3.8 	3.5 	4.0 	2.7 	4.0 	3.8 	4.2 	: u	: u
PC,Y_GE15,M,NO07	2.8 	3.5 	4.1 	4.2 	4.2 	4.0 	3.4 	3.1 	4.4 	4.1 	: u	: u
PC,Y_GE15,M,PL21	7.6 	5.3 	7.6 	8.5 b	8.6 	9.3 	10.3 	8.6 	6.9 	4.9 b	4.8 	2.9 
PC,Y_GE15,M,PL22	7.4 	5.8 	5.9 	8.0 b	7.8 	8.4 	8.6 	7.9 	7.0 	5.3 b	3.9 	3.5 
PC,Y_GE15,M,PL41	6.6 	4.6 	5.9 	7.7 b	7.2 	6.7 	6.8 	6.4 	5.1 	4.4 b	3.1 	2.1 
PC,Y_GE15,M,PL42	10.7 	9.0 	10.0 	13.1 b	11.9 	11.2 	10.6 	8.8 	7.4 	6.6 b	4.9 	3.6 u
PC,Y_GE15,M,PL43	9.2 	5.9 u	9.9 	10.4 b	9.2 	8.3 	8.9 	7.6 	6.3 	4.4 bu	3.8 u	3.4 u
PC,Y_GE15,M,PL51	11.6 	8.2 	9.9 	11.3 b	10.8 	10.7 	10.5 	8.9 	6.8 	5.3 b	4.0 	3.1 
PC,Y_GE15,M,PL52	8.5 	5.9 u	9.3 	9.0 b	8.5 	8.6 	8.5 	6.9 	5.9 u	4.7 bu	3.8 u	2.6 u
PC,Y_GE15,M,PL61	10.1 	8.3 	10.2 	9.6 b	9.4 	10.3 	11.0 	9.2 	7.2 	7.1 b	5.6 	3.9 
PC,Y_GE15,M,PL62	9.1 	6.0 	7.3 	8.9 b	8.1 	10.0 	10.7 	9.6 	8.7 	8.8 b	6.7 	5.7 
PC,Y_GE15,M,PL63	9.5 	4.5 	6.2 	9.2 b	7.9 	8.7 	10.0 	8.7 	6.9 	5.4 b	4.1 	2.9 
PC,Y_GE15,M,PL71	9.3 	6.0 	7.1 	9.0 b	8.9 	10.8 	10.6 	8.5 	7.7 	5.6 b	4.8 	4.3 
PC,Y_GE15,M,PL72	12.0 	8.8 	11.5 	12.1 b	12.2 	12.7 	12.7 	12.0 	10.2 	8.9 b	7.2 	6.1 
PC,Y_GE15,M,PL81	9.6 	8.9 	10.0 	10.2 b	10.4 	10.6 	10.1 	9.3 	9.2 	8.4 b	7.5 	6.2 
PC,Y_GE15,M,PL82	9.3 	7.5 	9.3 	11.2 b	11.4 	12.7 	14.3 	13.6 	11.0 	9.7 b	7.8 	6.2 
PC,Y_GE15,M,PL84	8.9 	6.3 	7.0 	10.8 b	9.0 	8.8 	9.8 	8.8 	7.1 	6.7 b	4.2 u	2.8 u
PC,Y_GE15,M,PL91	: 	: 	: 	: 	: 	: 	5.9 	5.5 	4.9 	3.5 b	3.7 	2.8 
PC,Y_GE15,M,PL92	: 	: 	: 	: 	: 	: 	9.9 	8.1 	8.5 	8.5 b	6.1 	6.0 
PC,Y_GE15,M,PT11	7.1 	7.4 	9.8 	10.7 	11.8 b	15.3 	16.4 	13.7 	13.1 	11.6 	8.9 	6.8 
PC,Y_GE15,M,PT15	6.2 	5.4 	9.4 	13.2 	15.9 b	18.3 	17.9 	14.9 	13.4 	10.0 	8.5 	6.7 
PC,Y_GE15,M,PT16	3.7 	3.9 	6.5 	6.7 	9.2 b	10.8 	11.1 	10.3 	8.7 	7.8 	6.5 	5.0 
PC,Y_GE15,M,PT17	9.2 	8.1 	9.7 	11.2 	15.3 b	19.3 	19.0 	15.1 	13.1 	12.6 	9.2 	7.0 
PC,Y_GE15,M,PT18	6.3 	6.6 	9.4 	9.6 	11.5 b	15.3 	15.7 	14.2 	12.3 	11.2 	7.9 	7.0 
PC,Y_GE15,M,PT20	: u	: u	: u	6.6 	11.7 b	16.3 	19.5 	16.2 	14.4 	12.2 	9.6 	8.2 
PC,Y_GE15,M,PT30	6.6 	: u	8.8 	8.5 	15.1 b	19.5 	19.4 	16.0 	15.5 	13.9 	10.3 	9.3 
PC,Y_GE15,M,RO11	4.9 	4.7 	6.0 	6.9 b	5.3 	4.7 	4.0 	3.7 	4.8 	4.8 	3.9 	3.0 
PC,Y_GE15,M,RO12	9.7 	9.7 	12.1 	10.8 b	11.3 	9.8 	10.0 	9.1 	7.7 	5.9 	4.9 	5.0 
PC,Y_GE15,M,RO21	6.0 	5.4 	6.9 	5.9 b	5.0 	4.9 	4.9 	4.9 	3.9 	3.2 	3.3 	2.4 
PC,Y_GE15,M,RO22	8.8 	8.0 	8.0 	8.7 b	10.2 	10.0 	10.4 	11.0 	9.6 	8.5 	7.4 	6.5 
PC,Y_GE15,M,RO31	9.0 	7.0 	8.1 	8.0 b	10.2 	9.8 	10.0 	9.6 	11.0 	8.9 	7.2 	5.5 
PC,Y_GE15,M,RO32	4.7 	4.1 	4.3 	5.1 b	5.8 	7.0 	8.8 	7.4 	6.2 	5.6 	5.3 	4.2 
PC,Y_GE15,M,RO41	7.9 	8.0 	8.5 	9.2 b	8.3 	7.8 	8.7 	7.9 	12.5 	11.7 	8.3 	7.7 
PC,Y_GE15,M,RO42	6.2 	6.6 	7.3 	6.4 b	6.1 	4.9 	5.0 	5.3 	5.6 	5.8 	5.6 	5.0 
PC,Y_GE15,M,RS11	: 	: 	: 	: 	: 	: 	17.7 	17.1 b	18.3 	15.9 	13.6 	10.2 
PC,Y_GE15,M,RS12	: 	: 	: 	: 	: 	: 	22.9 	20.3 b	16.7 	14.6 	11.6 	9.8 
PC,Y_GE15,M,RS21	: 	: 	: 	: 	: 	: 	20.1 	16.1 b	15.5 	13.6 	12.5 	12.7 
PC,Y_GE15,M,RS22	: 	: 	: 	: 	: 	: 	22.4 	20.1 b	17.1 	14.6 	14.1 	15.6 
PC,Y_GE15,M,SE11	5.3 	5.1 	7.0 	6.9 	6.4 	6.8 	6.8 	7.1 	6.8 	6.3 	6.1 	5.9 b
PC,Y_GE15,M,SE12	6.5 	6.1 	9.2 	9.5 	8.2 	8.7 	8.9 	8.4 	8.1 	7.9 	7.8 	6.9 b
PC,Y_GE15,M,SE21	4.8 	4.7 	9.0 	8.1 	6.9 	7.3 	7.2 	7.0 	6.1 	6.2 	5.5 	5.1 b
PC,Y_GE15,M,SE22	6.6 	6.6 	8.7 	8.9 	9.3 	9.5 	10.2 	10.8 	9.8 	9.5 	9.4 	9.3 b
PC,Y_GE15,M,SE23	5.5 	6.2 	8.9 	9.1 	7.5 	8.2 	8.1 	7.7 	6.6 	7.1 	6.2 	5.8 b
PC,Y_GE15,M,SE31	6.0 	5.9 	9.7 	9.1 	9.0 	8.8 	8.6 	8.9 	8.6 	8.2 	7.3 	6.7 b
PC,Y_GE15,M,SE32	5.9 	7.3 	10.2 	10.6 	9.5 	9.7 	7.9 	7.5 	7.0 	7.0 	6.6 	5.4 b
PC,Y_GE15,M,SE33	7.5 	7.3 	9.7 	10.6 	9.0 	8.5 	8.2 	8.2 	7.8 	6.5 	6.8 	5.2 b
PC,Y_GE15,M,SI01	4.4 	4.4 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,SI02	3.4 	3.5 	5.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,SI03	: 	: 	: 	7.6 	8.8 	9.3 	10.4 	9.8 	9.0 	7.7 	5.5 	5.0 
PC,Y_GE15,M,SI04	: 	: 	: 	7.2 	7.4 	7.3 	8.2 	7.9 	7.0 	7.2 	6.1 	4.1 
PC,Y_GE15,M,SK01	3.7 	3.4 	5.4 	7.1 	6.6 b	5.6 	6.2 	5.6 	5.3 	3.6 	4.8 	3.7 
PC,Y_GE15,M,SK02	6.7 	4.7 	8.7 	11.7 	9.7 b	10.0 	10.5 	10.4 	8.3 	6.8 	4.9 	3.9 
PC,Y_GE15,M,SK03	12.7 	12.3 	14.0 	16.3 	16.3 b	16.7 	17.4 	15.8 	11.9 	10.7 	9.3 	7.4 
PC,Y_GE15,M,SK04	14.1 	11.6 	15.0 	18.6 	18.8 b	18.2 	18.3 	16.0 	13.5 	11.7 	11.6 	8.7 
PC,Y_GE15,M,TR10	8.7 	9.4 	14.9 	12.5 	10.0 	9.6 	9.2 	10.3 b	11.0 	11.7 	11.5 	10.9 
PC,Y_GE15,M,TR21	5.7 	8.5 	9.9 	7.4 	6.1 	4.5 	4.9 	5.9 b	5.4 	5.3 	5.9 	5.0 
PC,Y_GE15,M,TR22	3.7 	5.7 	6.5 	6.0 	3.9 	3.9 	5.0 	5.3 b	4.7 	5.1 	4.3 	4.2 
PC,Y_GE15,M,TR31	8.5 	10.0 	14.7 	12.3 	10.9 	10.6 	10.7 	10.7 b	12.0 	11.1 	11.5 	10.8 
PC,Y_GE15,M,TR32	7.5 	8.9 	11.1 	9.3 	6.7 	5.8 	5.2 	6.7 b	6.1 	5.6 	5.8 	5.3 
PC,Y_GE15,M,TR33	6.0 	7.1 	10.0 	6.8 	4.5 	4.1 	4.7 	3.3 b	3.8 	3.5 	5.0 	5.7 
PC,Y_GE15,M,TR41	7.5 	8.8 	11.7 	8.7 	5.7 	5.1 	4.8 	5.0 b	6.5 	7.7 	8.5 	6.9 
PC,Y_GE15,M,TR42	9.3 	8.8 	12.0 	10.1 	9.3 	7.7 	7.5 	8.2 b	8.4 	8.6 	8.9 	8.4 
PC,Y_GE15,M,TR51	8.7 	9.3 	11.4 	9.4 	7.6 	6.8 	6.8 	9.1 b	8.3 	9.1 	9.4 	8.0 
PC,Y_GE15,M,TR52	8.0 	8.0 	8.6 	6.8 	5.1 	4.4 	3.6 	5.0 b	5.4 	5.0 	5.5 	5.2 
PC,Y_GE15,M,TR61	6.3 	7.8 	9.4 	9.1 	7.5 	6.3 	6.3 	6.7 b	7.7 	9.1 	9.9 	8.9 
PC,Y_GE15,M,TR62	11.4 	13.3 	18.6 	14.0 	8.3 	8.2 	9.7 	9.3 b	8.2 	9.1 	8.9 	9.7 
PC,Y_GE15,M,TR63	10.9 	14.6 	15.9 	12.6 	11.3 	9.6 	11.1 	14.5 b	14.4 	12.2 	10.0 	12.1 
PC,Y_GE15,M,TR71	7.3 	8.7 	15.8 	9.5 	7.0 	6.4 	5.4 	7.8 b	8.3 	10.4 	8.1 	8.2 
PC,Y_GE15,M,TR72	9.1 	10.0 	11.2 	10.7 	9.3 	7.6 	8.0 	8.7 b	8.6 	7.2 	9.3 	10.8 
PC,Y_GE15,M,TR81	8.4 	7.3 	7.7 	11.1 	7.0 	6.0 	5.1 	5.7 b	5.8 	7.4 	6.6 	5.9 
PC,Y_GE15,M,TR82	3.3 	5.2 	7.8 	6.1 	4.8 	4.2 	4.6 	5.4 b	5.9 	5.1 	3.7 	3.7 
PC,Y_GE15,M,TR83	7.5 	7.1 	6.7 	6.2 	4.4 	4.5 	5.0 	6.0 b	6.0 	7.0 	5.8 	5.6 
PC,Y_GE15,M,TR90	6.0 	4.5 	4.8 	5.9 	6.2 	6.7 	6.8 	6.3 b	5.0 	4.5 	3.2 	5.7 
PC,Y_GE15,M,TRA1	4.9 	6.5 	8.1 	6.7 	6.9 	6.5 	7.0 	8.4 b	7.6 	5.7 	5.3 	7.6 
PC,Y_GE15,M,TRA2	5.8 	7.0 	9.9 	11.3 	11.8 	8.0 	6.4 	4.5 b	4.2 	4.6 	5.7 	5.5 
PC,Y_GE15,M,TRB1	11.1 	12.1 	16.0 	10.9 	8.0 	5.9 	6.0 	6.6 b	7.4 	7.6 	4.7 	7.0 
PC,Y_GE15,M,TRB2	12.9 	13.7 	16.3 	16.6 	12.1 	8.8 	10.8 	15.9 b	12.1 	10.7 	13.6 	22.1 
PC,Y_GE15,M,TRC1	18.2 	17.2 	15.6 	12.0 	13.6 	11.0 	6.2 	8.1 b	9.5 	12.4 	13.3 	12.3 
PC,Y_GE15,M,TRC2	13.6 	14.2 	18.0 	12.7 	7.6 	6.7 	17.1 	19.3 b	19.2 	18.8 	14.7 	18.6 
PC,Y_GE15,M,TRC3	17.9 	16.2 	14.1 	11.1 	10.6 	19.1 	19.7 	24.0 b	24.2 	26.9 	24.6 	22.4 
PC,Y_GE15,M,UKC1	8.0 b	8.3 b	9.0 	10.1 	12.8 	12.2 	10.9 	8.9 	8.7 	7.0 	6.1 	4.0 
PC,Y_GE15,M,UKC2	6.7 b	8.0 b	12.4 	10.9 	10.4 	10.9 	10.1 	8.9 	8.6 	7.8 	6.2 	5.7 
PC,Y_GE15,M,UKD1	3.0 bu	3.2 bu	7.1 u	7.0 u	7.6 	6.7 u	5.7 u	5.8 u	4.4 u	4.2 u	4.4 u	: u
PC,Y_GE15,M,UKD3	7.8 b	8.4 b	10.6 	9.2 	10.9 	11.3 	10.7 	8.4 	6.4 	6.6 	4.3 	4.6 
PC,Y_GE15,M,UKD4	5.7 b	6.2 b	8.7 	6.8 	7.7 	9.3 	7.2 	7.6 	3.9 	5.5 	4.7 	5.1 
PC,Y_GE15,M,UKD6	3.6 bu	6.3 b	5.4 	6.8 	6.1 	6.3 	5.1 	3.2 u	2.9 u	2.7 u	3.1 u	3.4 u
PC,Y_GE15,M,UKD7	8.6 b	9.8 b	12.8 	12.9 	10.8 	10.6 	10.0 	8.1 	7.1 	5.7 	5.4 	4.0 
PC,Y_GE15,M,UKE1	7.2 b	5.5 b	11.4 	11.2 	10.2 	11.1 	8.4 	7.4 	5.7 	5.5 	5.3 	4.7 
PC,Y_GE15,M,UKE2	3.6 bu	4.1 bu	6.5 	7.7 	6.4 	5.9 	5.6 	4.5 u	4.0 u	2.7 u	4.4 u	3.3 u
PC,Y_GE15,M,UKE3	8.0 b	9.0 b	11.3 	11.5 	12.0 	11.8 	10.4 	7.9 	8.1 	8.2 	5.9 	4.6 
PC,Y_GE15,M,UKE4	5.8 b	6.7 b	9.4 	10.8 	11.5 	10.0 	10.6 	6.9 	7.5 	6.3 	5.3 	4.5 
PC,Y_GE15,M,UKF1	5.5 b	5.4 b	8.5 	9.3 	8.5 	8.5 	7.9 	7.3 	5.2 	4.8 	3.6 	4.8 
PC,Y_GE15,M,UKF2	4.6 b	6.7 b	8.2 	7.6 	7.1 	6.4 	7.6 	4.6 	4.6 	4.2 	4.5 	4.1 
PC,Y_GE15,M,UKF3	4.9 bu	5.3 b	6.2 	5.2 u	7.1 	9.4 	7.1 	5.0 	4.2 u	3.4 u	4.0 u	3.1 u
PC,Y_GE15,M,UKG1	3.6 b	4.3 b	7.4 	7.5 	6.7 	5.7 	5.9 	4.1 	2.7 u	3.4 	2.8 u	3.3 
PC,Y_GE15,M,UKG2	5.7 b	5.0 b	8.3 	8.7 	8.5 	7.0 	6.8 	5.7 	4.7 	4.4 	4.3 	3.4 
PC,Y_GE15,M,UKG3	8.6 b	10.7 b	15.5 	12.3 	12.0 	12.0 	13.0 	10.8 	8.6 	7.2 	7.3 	6.4 
PC,Y_GE15,M,UKH1	4.1 b	4.7 b	6.4 	7.4 	6.9 	7.0 	7.0 	5.2 	4.2 	3.8 	4.2 	3.5 
PC,Y_GE15,M,UKH2	4.8 b	5.2 b	6.8 	6.0 	6.6 	6.1 	5.1 	5.0 	4.8 	4.1 	3.8 	2.5 
PC,Y_GE15,M,UKH3	4.8 b	5.4 b	6.5 	7.3 	7.2 	7.5 	6.3 	6.1 	4.3 	3.3 	4.2 	2.8 
PC,Y_GE15,M,UKI1	8.4 b	7.7 b	9.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,UKI2	5.8 b	6.7 b	8.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,UKI3	: 	: 	: 	7.6 	7.1 	7.9 	7.2 	6.6 	5.2 	4.3 	4.3 	5.1 
PC,Y_GE15,M,UKI4	: 	: 	: 	10.6 	12.1 	10.8 	9.6 	7.7 	7.2 	6.0 	5.1 	3.9 
PC,Y_GE15,M,UKI5	: 	: 	: 	10.0 	11.3 	9.0 	9.2 	6.1 	6.0 	5.4 	5.1 	4.4 
PC,Y_GE15,M,UKI6	: 	: 	: 	7.8 	8.2 	7.7 	7.6 	5.1 	4.0 	4.3 	5.3 	4.9 
PC,Y_GE15,M,UKI7	: 	: 	: 	9.0 	8.9 	8.2 	8.0 	6.1 	5.7 	5.0 	4.6 	4.9 
PC,Y_GE15,M,UKJ1	4.0 b	4.2 b	6.0 	6.1 	4.7 	5.1 	5.6 	3.7 	3.2 	2.5 	2.9 	2.6 
PC,Y_GE15,M,UKJ2	4.0 b	4.6 b	6.2 	5.0 	5.6 	5.5 	5.4 	4.4 	3.9 	3.5 	3.1 	3.5 
PC,Y_GE15,M,UKJ3	4.9 b	3.6 b	5.2 	7.4 	6.8 	6.3 	5.9 	4.2 	4.3 	3.2 	3.0 	2.9 
PC,Y_GE15,M,UKJ4	5.7 b	5.4 b	8.8 	9.2 	8.1 	8.1 	8.2 	5.6 	4.6 	4.8 	3.6 	4.2 
PC,Y_GE15,M,UKK1	3.2 b	4.0 b	6.5 	5.5 	7.1 	6.7 	6.7 	5.1 	3.8 	4.0 	3.7 	2.7 
PC,Y_GE15,M,UKK2	3.8 b	4.5 b	7.6 	5.8 	5.9 	5.9 	6.0 	5.7 	3.7 	3.9 	2.9 u	2.9 u
PC,Y_GE15,M,UKK3	4.9 bu	5.6 bu	5.4 u	7.3 u	6.9 u	7.0 u	6.3 u	5.0 u	5.0 u	4.0 u	: u	: u
PC,Y_GE15,M,UKK4	5.0 b	4.5 b	8.2 	7.6 	7.8 	5.5 	7.7 	4.8 	2.7 u	3.5 	3.4 	3.7 
PC,Y_GE15,M,UKL1	5.4 b	6.9 b	10.8 	10.8 	11.9 	9.7 	8.4 	8.1 	7.2 	5.5 	4.8 	5.3 
PC,Y_GE15,M,UKL2	4.7 b	6.1 b	7.6 	8.8 	8.0 	7.3 	7.5 	6.5 	6.6 	4.2 	4.7 	3.1 u
PC,Y_GE15,M,UKM2	4.9 b	5.2 b	8.5 	8.6 	9.4 	7.6 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,UKM3	5.7 b	6.1 b	9.5 	12.1 	10.3 	10.1 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,M,UKM5	3.0 bu	3.0 bu	3.0 u	3.2 u	4.3 u	4.5 u	4.0 u	3.4 u	3.4 u	5.2 u	4.5 u	4.2 u
PC,Y_GE15,M,UKM6	: bu	: bu	3.8 u	8.2 	7.1 	10.4 	6.4 u	5.5 u	: u	: u	: u	: u
PC,Y_GE15,M,UKM7	: 	: 	: 	: 	: 	: 	7.9 	6.5 	6.3 	5.6 	4.3 	4.0 
PC,Y_GE15,M,UKM8	: 	: 	: 	: 	: 	: 	8.9 	9.1 	8.1 	5.6 	4.9 	5.6 
PC,Y_GE15,M,UKM9	: 	: 	: 	: 	: 	: 	8.2 	6.2 	7.0 	7.5 	5.3 	4.1 u
PC,Y_GE15,M,UKN0	4.2 b	5.8 b	8.2 	9.3 	8.9 	9.3 	9.5 	7.8 	6.9 	6.8 	5.8 	4.6 
PC,Y_GE15,T,AT11	4.1 bu	4.2 u	5.0 	4.0 u	3.8 u	4.6 	4.3 	4.8 	5.2 	5.7 	5.2 	4.2 u
PC,Y_GE15,T,AT12	4.0 b	3.7 	4.7 	3.9 	4.5 	4.6 	5.0 	5.1 	5.2 	5.2 	4.8 	3.8 
PC,Y_GE15,T,AT13	9.2 b	7.3 	8.7 	8.3 	8.0 	8.9 	9.2 	10.2 	10.6 	11.3 	10.4 	10.0 
PC,Y_GE15,T,AT21	4.2 b	3.6 	4.6 	4.3 	4.3 	5.0 	5.5 	6.0 	6.1 	5.4 	4.8 	4.1 
PC,Y_GE15,T,AT22	4.1 b	3.8 	5.0 	4.5 	3.6 	4.0 	4.7 	4.9 	4.7 	5.1 	4.5 	4.0 
PC,Y_GE15,T,AT31	3.4 b	2.7 	4.2 	3.9 	3.4 	3.3 	4.3 	4.0 	4.1 	4.4 	3.9 	3.2 
PC,Y_GE15,T,AT32	3.5 b	2.8 	3.6 	3.2 	2.9 	2.9 	3.2 	3.5 	3.5 	3.4 	3.1 	2.8 
PC,Y_GE15,T,AT33	3.0 b	2.6 	3.3 	3.2 	2.7 	2.8 	3.1 	3.2 	3.0 	3.5 	3.3 	2.4 
PC,Y_GE15,T,AT34	4.1 b	4.1 	5.6 	4.6 	4.1 	4.0 	3.6 	3.4 	3.5 	3.4 	3.7 	3.3 
PC,Y_GE15,T,BE10	17.1 	15.9 	15.7 	17.3 	16.9 b	17.4 	19.2 	18.3 	17.3 	16.7 	14.8 b	13.2 
PC,Y_GE15,T,BE21	5.0 	4.6 	5.7 	6.0 	5.7 b	5.3 	6.2 	6.1 	6.1 	6.1 	5.9 b	4.3 
PC,Y_GE15,T,BE22	5.3 	4.4 	5.4 	5.3 	4.6 b	4.7 	5.5 	5.6 	6.0 	4.8 	4.1 b	3.8 
PC,Y_GE15,T,BE23	4.8 	3.6 	4.2 	5.2 	3.8 b	4.1 	4.0 	4.3 	4.4 	4.2 	3.4 b	2.7 
PC,Y_GE15,T,BE24	3.4 	4.2 	4.9 	4.8 	3.5 b	4.4 	5.5 	5.0 	5.1 	4.8 	4.7 b	3.6 
PC,Y_GE15,T,BE25	3.0 	2.7 	4.3 	3.8 	3.2 b	3.9 	3.9 	4.2 	4.2 	3.7 	3.2 b	2.6 
PC,Y_GE15,T,BE31	7.0 	6.5 	6.9 	8.3 	6.7 b	7.0 	8.2 	8.8 	7.8 	7.9 	7.5 b	6.9 
PC,Y_GE15,T,BE32	12.8 	11.6 	13.2 	13.9 	11.7 b	12.1 	13.2 	14.4 	13.3 	11.8 	11.4 b	9.9 
PC,Y_GE15,T,BE33	10.9 	10.5 	12.1 	11.5 	9.5 b	10.7 	11.7 	12.3 	12.8 	11.1 	10.5 b	8.2 
PC,Y_GE15,T,BE34	6.8 	7.7 	7.4 	7.5 	6.2 b	7.6 	7.9 	8.5 	9.3 	7.8 	6.7 b	5.4 
PC,Y_GE15,T,BE35	8.5 	8.8 	9.4 	9.6 	8.0 b	7.3 	10.4 	8.9 	10.9 	9.7 	7.4 b	8.5 
PC,Y_GE15,T,BG31	9.0 	7.1 b	8.0 	11.2 b	12.8 b	12.3 	14.0 	14.2 	12.1 	10.6 	11.3 	11.2 
PC,Y_GE15,T,BG32	10.7 	8.5 b	8.4 	11.6 b	12.8 b	14.3 	15.3 	13.2 	10.6 	9.3 	6.9 	6.7 
PC,Y_GE15,T,BG33	10.8 	8.6 b	10.4 	14.6 b	15.4 b	18.2 	16.8 	12.6 	10.3 	9.7 	9.4 	7.4 
PC,Y_GE15,T,BG34	6.5 	5.8 b	6.6 	10.5 b	11.5 b	11.9 	13.0 	11.9 	10.4 	7.9 	7.0 	5.4 
PC,Y_GE15,T,BG41	3.9 	2.9 b	4.1 	6.9 b	7.5 b	8.2 	9.8 	8.9 	6.7 	5.4 	3.3 	2.6 
PC,Y_GE15,T,BG42	5.6 	5.1 b	7.3 	11.5 b	12.9 b	13.8 	13.5 	12.0 	9.2 	7.1 	5.2 	4.2 
PC,Y_GE15,T,CH01	4.8 	4.6 	5.9 	7.2 b	7.1 	7.1 	7.4 	7.5 	7.5 	7.6 	7.8 	7.5 
PC,Y_GE15,T,CH02	4.1 	3.3 	3.6 	4.5 b	3.8 	3.9 	4.1 	4.5 	4.4 	4.6 	4.2 	4.3 
PC,Y_GE15,T,CH03	3.1 	3.1 	4.5 	4.7 b	4.2 	4.5 	4.4 	4.6 	4.3 	4.9 	4.4 	4.2 
PC,Y_GE15,T,CH04	3.4 	3.1 	3.8 	4.4 b	4.0 	3.8 	4.4 	4.1 	4.1 	3.9 	4.4 	4.3 
PC,Y_GE15,T,CH05	2.6 	2.7 	3.4 	3.8 b	3.6 	3.5 	3.9 	3.5 	3.9 	4.0 	3.7 	3.6 
PC,Y_GE15,T,CH06	2.7 	2.3 	2.7 	3.1 b	2.6 	2.8 	2.8 	3.7 	3.4 	3.4 	2.9 	2.9 
PC,Y_GE15,T,CH07	5.0 	5.0 	5.1 	5.9 b	6.0 	7.4 	7.7 	7.1 	6.9 	6.9 	6.0 	6.6 
PC,Y_GE15,T,CY00	3.9 	3.7 	5.4 b	6.3 	7.9 	11.8 	15.9 	16.1 	14.9 	12.9 	11.1 	8.4 
PC,Y_GE15,T,CZ01	2.4 	1.9 	3.1 	3.7 	3.6 b	3.1 	3.1 	2.5 	2.8 	2.2 	1.7 	1.3 
PC,Y_GE15,T,CZ02	3.4 	2.6 	4.4 	5.2 	5.1 b	4.6 	5.2 	5.1 	3.5 	3.1 	2.1 	2.0 
PC,Y_GE15,T,CZ03	3.5 	3.1 	5.2 	5.6 	5.3 b	5.3 	5.2 	5.5 	3.9 	3.1 	2.1 	1.5 
PC,Y_GE15,T,CZ04	9.5 	7.8 	10.3 	11.1 	9.5 b	10.7 	9.6 	8.7 	7.3 	5.2 	3.4 	3.4 
PC,Y_GE15,T,CZ05	4.8 	4.0 	7.3 	7.0 	6.6 b	8.0 	8.3 	6.3 	5.2 	4.0 	2.8 	2.0 
PC,Y_GE15,T,CZ06	5.2 	4.0 	6.5 	7.5 	7.2 b	7.6 	6.8 	5.9 	4.9 	3.7 	3.1 	2.3 
PC,Y_GE15,T,CZ07	5.9 	4.9 	7.5 	8.8 	7.6 b	7.5 	8.0 	6.9 	5.3 	3.9 	3.3 	2.2 
PC,Y_GE15,T,CZ08	8.5 	7.4 	9.7 	10.2 	9.3 b	9.5 	9.9 	8.6 	8.1 	6.9 	4.7 	3.7 
PC,Y_GE15,T,DE11	5.1 	4.3 	5.3 	5.0 b	3.6 b	3.4 	3.6 	3.1 	3.3 	3.3 	3.0 	2.3 
PC,Y_GE15,T,DE12	5.5 	4.8 	5.6 	5.2 b	4.2 b	4.0 	3.6 	3.5 	3.3 	3.1 	3.3 	2.9 
PC,Y_GE15,T,DE13	4.3 	3.8 	4.4 	3.9 b	3.0 b	2.8 	2.9 	3.0 	2.5 	3.0 	2.9 	2.6 
PC,Y_GE15,T,DE14	4.6 	3.8 	5.0 	4.5 b	3.1 b	2.7 	2.9 	2.6 	3.0 	2.6 	2.2 	1.9 
PC,Y_GE15,T,DE21	4.4 	3.4 	4.2 	3.6 b	2.7 b	2.7 	2.5 	2.5 	2.7 	2.4 	2.2 	2.3 
PC,Y_GE15,T,DE22	5.0 	4.2 	5.0 	3.9 b	2.8 b	3.3 	3.2 	2.8 	2.5 	2.1 	2.1 	2.0 
PC,Y_GE15,T,DE23	5.3 	4.2 	5.0 	4.0 b	3.4 b	3.2 	3.4 	2.7 	2.7 	2.8 	2.2 	1.9 
PC,Y_GE15,T,DE24	7.7 	6.2 	6.7 	5.9 b	4.2 b	3.3 	3.9 	4.0 	3.8 	3.3 	3.0 	2.3 
